ID,Path,Element,Parent Path,Level,Root Element,Declared In,Declaration,Data Type,Type Source,Content,Min Occurs,Max Occurs,Required,Repeatable,Enumeration Count,Enumerated Values,Definition
421,SiteStratigraphy/SiteStratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/StratigraphicMeasurementsOrFacts/StratigraphicMeasurementOrFact,StratigraphicMeasurementOrFact,SiteStratigraphy/SiteStratigraphicAttributions/BiostratigraphicAttributions/BiostratigraphicAttribution/StratigraphicMeasurementsOrFacts,5,SiteStratigraphy,BiostratigraphicAttributionsType,local,abcd:MeasurementOrFact,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Container for single instance of complex type MeasurementOrFact
422,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations,MagnetostratigraphicDeterminations,SiteStratigraphy/SiteStratigraphicAttributions,2,SiteStratigraphy,StratigraphicAttributionsType,local,efg:MagnetostratigraphicDeterminationsType,EFG named complexType,complex,0,1,N,N,0,,"Container for details of any magnetostratigraphic evidence cited to support the dating of rocks. Magnetostratigraphy uses a range of readings over a sequence of rocks to provide a pattern that is correlated with known dated sequences. It includes its own series of divisions including superchrons, chrons and subchrons."
423,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,MagnetostratigraphicDetermination,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations,3,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Single record of magnetostratigraphic dating
424,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolaritySuperchron,PolaritySuperchron,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,largest division of magnetostratigraphic terms
425,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolarityChron,PolarityChron,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Reference to numerical scheme for labelling time divisions based on magnetic anomalies and reversals
426,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolaritySubchron,PolaritySubchron,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Any named subdivision of a Polarity Chron
427,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/MagnetostratigraphicDetail,MagnetostratigraphicDetail,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text describing the use of magnetostratigraphic correlation.
428,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,AnalysisDateTime,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,When the analysis was carried out
429,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime/ExactDate,ExactDate,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,5,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,abcd:DateTime,ABCD 2.06 (external),complex (ABCD),0,1,N,N,0,,Uses DateTime element from ABCD
430,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime/DateText,DateText,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,5,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text to allow for vague dates or description of analysis period.
431,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Certainty,Certainty,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
432,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/DatingQualifier,DatingQualifier,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
433,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers,Identifiers,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
434,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers/Person,Person,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers,5,SiteStratigraphy,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
435,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers/Organisation,Organisation,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers,5,SiteStratigraphy,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
436,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences,AnalysisReferences,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,SiteStratigraphy,MagnetostratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,unbounded,N,Y,0,,Container for 1 or more references related to the analysis
437,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences/AnalysisReference,AnalysisReference,SiteStratigraphy/SiteStratigraphicAttributions/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences,5,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,abcd:Reference,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Individual documentary reference linked to an analysis. Uses abcd:Reference Type
438,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations,IsotopeStratigraphicDeterminations,SiteStratigraphy/SiteStratigraphicAttributions,2,SiteStratigraphy,StratigraphicAttributionsType,local,efg:IsotopeStratigraphicDeterminationsType,EFG named complexType,complex,0,1,N,N,0,,Container for detail referring to any isotope concentration study. Isotope stratigraphy uses a range of readings over a sequence of rocks to create profiles that are correlated with dated sequences.
439,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,IsotopeStratigraphicDetermination,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations,3,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Single record of an isotope stratigraphic determination
440,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/IsotopesMeasured,IsotopesMeasured,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"What isotopes were used for this correlation e.g. Oxygen, Strontium, Carbon or more specific (O18/O16)"
441,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/IsotopeStratigraphicDetail,IsotopeStratigraphicDetail,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,Free text describing the isotope correlation result.
442,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,AnalysisDateTime,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,When the analysis was carried out
443,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime/ExactDate,ExactDate,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,5,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,abcd:DateTime,ABCD 2.06 (external),complex (ABCD),0,1,N,N,0,,Uses DateTime element from ABCD
444,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime/DateText,DateText,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,5,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text to allow for vague dates or description of analysis period.
445,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Certainty,Certainty,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
446,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/DatingQualifier,DatingQualifier,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
447,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,Identifiers,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
448,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers/Person,Person,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,5,SiteStratigraphy,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
449,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers/Organisation,Organisation,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,5,SiteStratigraphy,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
450,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences,AnalysisReferences,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for 1 or more references related to the analysis
451,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences/AnalysisReference,AnalysisReference,SiteStratigraphy/SiteStratigraphicAttributions/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences,5,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,abcd:Reference,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Individual documentary reference linked to an analysis. Uses abcd:Reference Type
452,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates,RadiometricDates,SiteStratigraphy/SiteStratigraphicAttributions,2,SiteStratigraphy,StratigraphicAttributionsType,local,efg:RadiometricDatesType,EFG named complexType,complex,0,1,N,N,0,,Container for absolute dates obtained from radiometric analysis.
453,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates/RadiometricDate,RadiometricDate,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates,3,SiteStratigraphy,RadiometricDatesType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Container for a single radiometric date analysis
454,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates/RadiometricDate/RadiometricDatingMethod,RadiometricDatingMethod,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates/RadiometricDate,4,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"Method, analysis technique used to determine date e.g. radiocarbon, Potassium-Argon etc."
455,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates/RadiometricDate/MaterialDated,MaterialDated,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates/RadiometricDate,4,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"What was actually dated? e.g. Glauconite grains in a sandstone, wood from peat-core etc."
456,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates/RadiometricDate/EarliestDate,EarliestDate,SiteStratigraphy/SiteStratigraphicAttributions/RadiometricDates/RadiometricDate,4,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,The earliest date in a date range suggested by the analysis or the single date if only one is given
